title,price,rating,url,platform,price_num
"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black",66900.0,4.5,https://www.amazon.in/iPhone-16-128-GB-Control/dp/B0DGJHBX5Y/ref=sr_1_3?dib=eyJ2IjoiMSJ9.5T1ROATQZk0zz1bhpRGsxR4g2sZDgZ85BNfFUd6Hks4I8suqY3-DogLYDbpQtZQfi5htTxhVCto10YX_B1Fej9P6D_2oO3PtAg0VNOOLkK0dZ4yyq1s4yo_xO38vwCB8U6dIpfpV1eYG4nKYr3rahSaM1dg1JVXzJMKq0zle-27jZeTybwlyEcjRYs-JoyPZgzz-Tm_LXSTnVetDSusiV5LzsPLRuGCrpkKr3NccOWs.6HXsxp8HH43zpcDhaXFQalmHueY9jm_kYo6behP4GW8&dib_tag=se&keywords=iPhone+16&qid=1762582147&sr=8-3,Amazon,66900.0
"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; White",66900.0,4.5,https://www.amazon.in/iPhone-16-128-GB-Control/dp/B0DGHZWBYB/ref=sr_1_4?dib=eyJ2IjoiMSJ9.5T1ROATQZk0zz1bhpRGsxR4g2sZDgZ85BNfFUd6Hks4I8suqY3-DogLYDbpQtZQfi5htTxhVCto10YX_B1Fej9P6D_2oO3PtAg0VNOOLkK0dZ4yyq1s4yo_xO38vwCB8U6dIpfpV1eYG4nKYr3rahSaM1dg1JVXzJMKq0zle-27jZeTybwlyEcjRYs-JoyPZgzz-Tm_LXSTnVetDSusiV5LzsPLRuGCrpkKr3NccOWs.6HXsxp8HH43zpcDhaXFQalmHueY9jm_kYo6behP4GW8&dib_tag=se&keywords=iPhone+16&qid=1762582147&sr=8-4,Amazon,66900.0
"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Teal",66900.0,4.5,https://www.amazon.in/iPhone-16-128-GB-Control/dp/B0DGJH8RYG/ref=sr_1_5?dib=eyJ2IjoiMSJ9.5T1ROATQZk0zz1bhpRGsxR4g2sZDgZ85BNfFUd6Hks4I8suqY3-DogLYDbpQtZQfi5htTxhVCto10YX_B1Fej9P6D_2oO3PtAg0VNOOLkK0dZ4yyq1s4yo_xO38vwCB8U6dIpfpV1eYG4nKYr3rahSaM1dg1JVXzJMKq0zle-27jZeTybwlyEcjRYs-JoyPZgzz-Tm_LXSTnVetDSusiV5LzsPLRuGCrpkKr3NccOWs.6HXsxp8HH43zpcDhaXFQalmHueY9jm_kYo6behP4GW8&dib_tag=se&keywords=iPhone+16&qid=1762582147&sr=8-5,Amazon,66900.0
"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Ultra...",66900.0,4.5,https://www.amazon.in/iPhone-16-128-GB-Ultramarine/dp/B0DGJ7TGDR/ref=sr_1_6?dib=eyJ2IjoiMSJ9.5T1ROATQZk0zz1bhpRGsxR4g2sZDgZ85BNfFUd6Hks4I8suqY3-DogLYDbpQtZQfi5htTxhVCto10YX_B1Fej9P6D_2oO3PtAg0VNOOLkK0dZ4yyq1s4yo_xO38vwCB8U6dIpfpV1eYG4nKYr3rahSaM1dg1JVXzJMKq0zle-27jZeTybwlyEcjRYs-JoyPZgzz-Tm_LXSTnVetDSusiV5LzsPLRuGCrpkKr3NccOWs.6HXsxp8HH43zpcDhaXFQalmHueY9jm_kYo6behP4GW8&dib_tag=se&keywords=iPhone+16&qid=1762582147&sr=8-6,Amazon,66900.0
"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Pink",66900.0,4.5,https://www.amazon.in/iPhone-16-128-GB-Control/dp/B0DGJ8YZDF/ref=sr_1_7?dib=eyJ2IjoiMSJ9.5T1ROATQZk0zz1bhpRGsxR4g2sZDgZ85BNfFUd6Hks4I8suqY3-DogLYDbpQtZQfi5htTxhVCto10YX_B1Fej9P6D_2oO3PtAg0VNOOLkK0dZ4yyq1s4yo_xO38vwCB8U6dIpfpV1eYG4nKYr3rahSaM1dg1JVXzJMKq0zle-27jZeTybwlyEcjRYs-JoyPZgzz-Tm_LXSTnVetDSusiV5LzsPLRuGCrpkKr3NccOWs.6HXsxp8HH43zpcDhaXFQalmHueY9jm_kYo6behP4GW8&dib_tag=se&keywords=iPhone+16&qid=1762582147&sr=8-7,Amazon,66900.0
"iPhone 16 Plus 256 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; ...",89900.0,4.6,https://www.amazon.in/iPhone-Plus-16-256-GB/dp/B0DGJ8QKSF/ref=sr_1_8?dib=eyJ2IjoiMSJ9.5T1ROATQZk0zz1bhpRGsxR4g2sZDgZ85BNfFUd6Hks4I8suqY3-DogLYDbpQtZQfi5htTxhVCto10YX_B1Fej9P6D_2oO3PtAg0VNOOLkK0dZ4yyq1s4yo_xO38vwCB8U6dIpfpV1eYG4nKYr3rahSaM1dg1JVXzJMKq0zle-27jZeTybwlyEcjRYs-JoyPZgzz-Tm_LXSTnVetDSusiV5LzsPLRuGCrpkKr3NccOWs.6HXsxp8HH43zpcDhaXFQalmHueY9jm_kYo6behP4GW8&dib_tag=se&keywords=iPhone+16&qid=1762582147&sr=8-8,Amazon,89900.0
"iPhone 17 Pro 256 GB: 15.93 cm (6.3″) Display with Promotion up to 120Hz, A19 Pro Chip, Breakthrough Battery Life, Pro Fus...",134900.0,4.6,https://www.amazon.in/iPhone-Pro-256-Promotion-Breakthrough/dp/B0FQFYYPZF/ref=sr_1_9?dib=eyJ2IjoiMSJ9.5T1ROATQZk0zz1bhpRGsxR4g2sZDgZ85BNfFUd6Hks4I8suqY3-DogLYDbpQtZQfi5htTxhVCto10YX_B1Fej9P6D_2oO3PtAg0VNOOLkK0dZ4yyq1s4yo_xO38vwCB8U6dIpfpV1eYG4nKYr3rahSaM1dg1JVXzJMKq0zle-27jZeTybwlyEcjRYs-JoyPZgzz-Tm_LXSTnVetDSusiV5LzsPLRuGCrpkKr3NccOWs.6HXsxp8HH43zpcDhaXFQalmHueY9jm_kYo6behP4GW8&dib_tag=se&keywords=iPhone+16&qid=1762582147&sr=8-9,Amazon,134900.0
Apple iPhone 15 (128 GB) - Black,51990.0,4.5,https://www.amazon.in/Apple-iPhone-15-128-GB/dp/B0CHX1W1XY/ref=sr_1_10?dib=eyJ2IjoiMSJ9.5T1ROATQZk0zz1bhpRGsxR4g2sZDgZ85BNfFUd6Hks4I8suqY3-DogLYDbpQtZQfi5htTxhVCto10YX_B1Fej9P6D_2oO3PtAg0VNOOLkK0dZ4yyq1s4yo_xO38vwCB8U6dIpfpV1eYG4nKYr3rahSaM1dg1JVXzJMKq0zle-27jZeTybwlyEcjRYs-JoyPZgzz-Tm_LXSTnVetDSusiV5LzsPLRuGCrpkKr3NccOWs.6HXsxp8HH43zpcDhaXFQalmHueY9jm_kYo6behP4GW8&dib_tag=se&keywords=iPhone+16&qid=1762582147&sr=8-10,Amazon,51990.0
Apple iPhone 15 (128 GB) - Blue,53990.0,4.5,https://www.amazon.in/Apple-iPhone-15-128-GB/dp/B0CHX2F5QT/ref=sr_1_11?dib=eyJ2IjoiMSJ9.5T1ROATQZk0zz1bhpRGsxR4g2sZDgZ85BNfFUd6Hks4I8suqY3-DogLYDbpQtZQfi5htTxhVCto10YX_B1Fej9P6D_2oO3PtAg0VNOOLkK0dZ4yyq1s4yo_xO38vwCB8U6dIpfpV1eYG4nKYr3rahSaM1dg1JVXzJMKq0zle-27jZeTybwlyEcjRYs-JoyPZgzz-Tm_LXSTnVetDSusiV5LzsPLRuGCrpkKr3NccOWs.6HXsxp8HH43zpcDhaXFQalmHueY9jm_kYo6behP4GW8&dib_tag=se&keywords=iPhone+16&qid=1762582147&sr=8-11,Amazon,53990.0
"iPhone 16e 128 GB: Built for Apple Intelligence, A18 Chip, Supersized Battery Life, 48MP Fusion. Camera, 15.40 cm (6.1″) S...",51499.0,4.5,https://www.amazon.in/iPhone-16e-128-Intelligence-Supersized/dp/B0DXQH1DBS/ref=sr_1_12?dib=eyJ2IjoiMSJ9.5T1ROATQZk0zz1bhpRGsxR4g2sZDgZ85BNfFUd6Hks4I8suqY3-DogLYDbpQtZQfi5htTxhVCto10YX_B1Fej9P6D_2oO3PtAg0VNOOLkK0dZ4yyq1s4yo_xO38vwCB8U6dIpfpV1eYG4nKYr3rahSaM1dg1JVXzJMKq0zle-27jZeTybwlyEcjRYs-JoyPZgzz-Tm_LXSTnVetDSusiV5LzsPLRuGCrpkKr3NccOWs.6HXsxp8HH43zpcDhaXFQalmHueY9jm_kYo6behP4GW8&dib_tag=se&keywords=iPhone+16&qid=1762582147&sr=8-12,Amazon,51499.0
"iPhone Air 256 GB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center...",116900.0,3.3,https://www.amazon.in/iPhone-Air-256-GB-Promotion/dp/B0FQFBDQJ1/ref=sr_1_14?dib=eyJ2IjoiMSJ9.5T1ROATQZk0zz1bhpRGsxR4g2sZDgZ85BNfFUd6Hks4I8suqY3-DogLYDbpQtZQfi5htTxhVCto10YX_B1Fej9P6D_2oO3PtAg0VNOOLkK0dZ4yyq1s4yo_xO38vwCB8U6dIpfpV1eYG4nKYr3rahSaM1dg1JVXzJMKq0zle-27jZeTybwlyEcjRYs-JoyPZgzz-Tm_LXSTnVetDSusiV5LzsPLRuGCrpkKr3NccOWs.6HXsxp8HH43zpcDhaXFQalmHueY9jm_kYo6behP4GW8&dib_tag=se&keywords=iPhone+16&qid=1762582147&sr=8-14,Amazon,116900.0
"iPhone 16 Plus 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; ...",76490.0,4.6,https://www.amazon.in/iPhone-16-128-Plus-Ultrmarine/dp/B0DGJ65N7V/ref=sr_1_17?dib=eyJ2IjoiMSJ9.5T1ROATQZk0zz1bhpRGsxR4g2sZDgZ85BNfFUd6Hks4I8suqY3-DogLYDbpQtZQfi5htTxhVCto10YX_B1Fej9P6D_2oO3PtAg0VNOOLkK0dZ4yyq1s4yo_xO38vwCB8U6dIpfpV1eYG4nKYr3rahSaM1dg1JVXzJMKq0zle-27jZeTybwlyEcjRYs-JoyPZgzz-Tm_LXSTnVetDSusiV5LzsPLRuGCrpkKr3NccOWs.6HXsxp8HH43zpcDhaXFQalmHueY9jm_kYo6behP4GW8&dib_tag=se&keywords=iPhone+16&qid=1762582147&sr=8-17,Amazon,76490.0
"Apple iPhone 16 (Black, 128 GB)","₹69,900",4.6,https://www.flipkart.com/apple-iphone-16-black-128-gb/p/itmb07d67f995271?pid=MOBH4DQFG8NKFRDY&lid=LSTMOBH4DQFG8NKFRDYNBDOZI&marketplace=FLIPKART&q=iPhone+16&store=tyy%2F4io&spotlightTagId=default_BestsellerId_tyy%2F4io&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=4ee6a612-0cd7-454e-8268-eeb0c7c752c9.MOBH4DQFG8NKFRDY.SEARCH&ppt=sp&ppn=sp&ssid=2rwrr4kgqo0000001762582157180&qH=8e0ee2dac8c1afb1,Flipkart,69900.0
"Apple iPhone 16 (Pink, 128 GB)","₹69,900",4.6,https://www.flipkart.com/apple-iphone-16-pink-128-gb/p/itmc2e910b4d0b1c?pid=MOBH4DQFWJVDRSHM&lid=LSTMOBH4DQFWJVDRSHMAMTBLL&marketplace=FLIPKART&q=iPhone+16&store=tyy%2F4io&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=4ee6a612-0cd7-454e-8268-eeb0c7c752c9.MOBH4DQFWJVDRSHM.SEARCH&ppt=hp&ppn=homepage&ssid=2rwrr4kgqo0000001762582157180&qH=8e0ee2dac8c1afb1,Flipkart,69900.0
"Apple iPhone 16 (Black, 256 GB)","₹79,900",4.6,https://www.flipkart.com/apple-iphone-16-black-256-gb/p/itm86da1977dcdf1?pid=MOBH4DQFZCJJXUFG&lid=LSTMOBH4DQFZCJJXUFGO5DY3W&marketplace=FLIPKART&q=iPhone+16&store=tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=4ee6a612-0cd7-454e-8268-eeb0c7c752c9.MOBH4DQFZCJJXUFG.SEARCH&ppt=hp&ppn=homepage&ssid=2rwrr4kgqo0000001762582157180&qH=8e0ee2dac8c1afb1,Flipkart,79900.0
"Apple iPhone 16 (White, 128 GB)","₹69,900",4.6,https://www.flipkart.com/apple-iphone-16-white-128-gb/p/itm7c0281cd247be?pid=MOBH4DQF849HCG6G&lid=LSTMOBH4DQF849HCG6GXHBPXY&marketplace=FLIPKART&q=iPhone+16&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=4ee6a612-0cd7-454e-8268-eeb0c7c752c9.MOBH4DQF849HCG6G.SEARCH&ppt=hp&ppn=homepage&ssid=2rwrr4kgqo0000001762582157180&qH=8e0ee2dac8c1afb1,Flipkart,69900.0
"Apple iPhone 16 (Teal, 128 GB)","₹69,900",4.6,https://www.flipkart.com/apple-iphone-16-teal-128-gb/p/itmce4bb3f55cc2f?pid=MOBH4DQFSY9ETDUU&lid=LSTMOBH4DQFSY9ETDUUI6AN3O&marketplace=FLIPKART&q=iPhone+16&store=tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=4ee6a612-0cd7-454e-8268-eeb0c7c752c9.MOBH4DQFSY9ETDUU.SEARCH&ppt=hp&ppn=homepage&ssid=2rwrr4kgqo0000001762582157180&qH=8e0ee2dac8c1afb1,Flipkart,69900.0
"Apple iPhone 16 (White, 256 GB)","₹79,900",4.6,https://www.flipkart.com/apple-iphone-16-white-256-gb/p/itma0ed9b33a2973?pid=MOBH4DQFCU7ZY9HG&lid=LSTMOBH4DQFCU7ZY9HGOIRVNY&marketplace=FLIPKART&q=iPhone+16&store=tyy%2F4io&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=4ee6a612-0cd7-454e-8268-eeb0c7c752c9.MOBH4DQFCU7ZY9HG.SEARCH&ppt=hp&ppn=homepage&ssid=2rwrr4kgqo0000001762582157180&qH=8e0ee2dac8c1afb1,Flipkart,79900.0
